serial,month,year,fish_id,species,prey,prey_weight_g,lat,lon
101,6,2015,2004,yellow perch,amphipoda,0.008,41.68390833,-83.15132833
101,6,2016,1834,white perch,chironomidae ,NA,41.68390833,-83.15132833
101,6,2015,2004,yellow perch,chironomidae ,0.001,41.68390833,-83.15132833
101,6,2016,1835,white perch,chironomidae ,0.001,41.68390833,-83.15132833
101,6,2016,1834,white perch,chironomidae ,0.002,41.68390833,-83.15132833
101,6,2013,2038,yellow perch,chironomidae ,0.008,41.68390833,-83.15132833
101,6,2013,2038,yellow perch,chironomidae ,0.026,41.68390833,-83.15132833
101,6,2015,2005,yellow perch,leptodora kindtii,0.002,41.68390833,-83.15132833
101,6,2013,2043,white perch,leptodora kindtii,0.004,41.68390833,-83.15132833
101,6,2015,2022,white perch,leptodora kindtii,0.004,41.68390833,-83.15132833
101,6,2013,2040,white perch,leptodora kindtii,0.012,41.68390833,-83.15132833
101,6,2016,1834,white perch,daphniidae,0.014,41.68390833,-83.15132833
101,6,2015,2020,white perch,leptodora kindtii,0.016,41.68390833,-83.15132833
101,6,2015,2024,white perch,leptodora kindtii,0.023,41.68390833,-83.15132833
101,6,2015,2023,white perch,leptodora kindtii,0.038,41.68390833,-83.15132833
101,6,2016,1835,white perch,daphniidae,0.046,41.68390833,-83.15132833
101,6,2013,2042,white perch,leptodora kindtii,0.056,41.68390833,-83.15132833
101,6,2016,1833,white perch,daphniidae,0.066,41.68390833,-83.15132833
101,6,2013,2041,white perch,daphniidae,0.121,41.68390833,-83.15132833
101,6,2013,2043,white perch,daphniidae,0.156,41.68390833,-83.15132833
101,6,2013,2040,white perch,daphniidae,0.16,41.68390833,-83.15132833
101,6,2015,2005,yellow perch,daphniidae,0.192,41.68390833,-83.15132833
101,6,2015,2022,white perch,daphniidae,0.224,41.68390833,-83.15132833
101,6,2016,1836,white perch,daphniidae,0.241,41.68390833,-83.15132833
101,6,2013,2039,white perch,daphniidae,0.253,41.68390833,-83.15132833
101,6,2013,2042,white perch,daphniidae,0.87,41.68390833,-83.15132833
101,6,2013,2041,white perch,calanoida,0.005,41.68390833,-83.15132833
101,6,2013,2039,white perch,calanoida,0.005,41.68390833,-83.15132833
101,6,2013,2037,yellow perch,dreissenidae,0.002,41.68390833,-83.15132833
101,6,2015,2004,yellow perch,dreissenidae,0.763,41.68390833,-83.15132833
101,6,2015,2003,yellow perch,dreissenidae,0.963,41.68390833,-83.15132833
101,6,2015,2002,yellow perch,dreissenidae,1.44,41.68390833,-83.15132833
101,6,2015,2024,white perch,fish,0.009,41.68390833,-83.15132833
101,6,2013,2037,yellow perch,gastropoda,0.125,41.68390833,-83.15132833
101,6,2015,2023,white perch,hexagenia ,0.006,41.68390833,-83.15132833
101,6,2013,2038,yellow perch,hexagenia ,0.009,41.68390833,-83.15132833
101,6,2016,1839,yellow perch,hexagenia ,0.038,41.68390833,-83.15132833
101,6,2015,2001,yellow perch,hexagenia ,0.06,41.68390833,-83.15132833
101,6,2015,2004,yellow perch,hexagenia ,0.063,41.68390833,-83.15132833
101,6,2016,1833,white perch,hexagenia ,0.066,41.68390833,-83.15132833
101,6,2016,1832,white perch,hexagenia ,0.078,41.68390833,-83.15132833
101,6,2016,1834,white perch,hexagenia ,0.104,41.68390833,-83.15132833
101,6,2016,1836,white perch,hexagenia ,0.151,41.68390833,-83.15132833
101,6,2015,2004,yellow perch,hemimysis anomala,0.001,41.68390833,-83.15132833
102,6,2014,2248,yellow perch,amphipoda,0.001,41.68390833,-83.15132833
102,6,2015,2056,white perch,daphniidae,0.001,41.68390833,-83.15132833
102,6,2015,2056,white perch,daphniidae,0.001,41.68390833,-83.15132833
102,6,2014,2251,yellow perch,daphniidae,0.028,41.68390833,-83.15132833
102,6,2014,2253,white perch,daphniidae,0.041,41.68390833,-83.15132833
102,6,2014,2255,white perch,daphniidae,0.069,41.68390833,-83.15132833
102,6,2014,2254,white perch,daphniidae,0.07,41.68390833,-83.15132833
102,6,2014,2256,white perch,daphniidae,0.133,41.68390833,-83.15132833
102,6,2014,2252,white perch,daphniidae,0.148,41.68390833,-83.15132833
102,6,2014,2248,yellow perch,dreissenidae,0.092,41.68390833,-83.15132833
102,6,2014,2247,yellow perch,dreissenidae,0.96,41.68390833,-83.15132833
102,6,2014,2247,yellow perch,gastropoda,0.039,41.68390833,-83.15132833
102,6,2015,2063,yellow perch,hexagenia ,0.001,41.68390833,-83.15132833
102,6,2014,2256,white perch,hexagenia ,0.005,41.68390833,-83.15132833
102,6,2014,2249,yellow perch,hexagenia ,0.018,41.68390833,-83.15132833
102,6,2014,2247,yellow perch,hexagenia ,0.02,41.68390833,-83.15132833
102,6,2014,2248,yellow perch,hexagenia ,0.035,41.68390833,-83.15132833
102,6,2014,2250,yellow perch,hexagenia ,0.044,41.68390833,-83.15132833
102,6,2014,2252,white perch,hexagenia ,0.169,41.68390833,-83.15132833
102,6,2014,2248,yellow perch,trichoptera,0.001,41.68390833,-83.15132833
102,6,2014,2247,yellow perch,trichoptera,0.002,41.68390833,-83.15132833
102,6,2014,2250,yellow perch,trichoptera,0.002,41.68390833,-83.15132833
103,6,2015,1979,yellow perch,amphipoda,0.005,41.78385833,-83.35751167
103,6,2015,1977,yellow perch,amphipoda,0.038,41.78385833,-83.35751167
103,6,2016,1878,yellow perch,chironomidae ,NA,41.78385833,-83.35751167
103,6,2015,1978,yellow perch,chironomidae ,0.001,41.78385833,-83.35751167
103,6,2016,1879,yellow perch,chironomidae ,0.001,41.78385833,-83.35751167
103,6,2016,1870,white perch,chironomidae ,0.002,41.78385833,-83.35751167
103,6,2016,1877,yellow perch,leptodora kindtii,NA,41.78385833,-83.35751167
103,6,2014,2179,white perch,leptodora kindtii,0.001,41.78385833,-83.35751167
103,6,2014,2175,yellow perch,leptodora kindtii,0.001,41.78385833,-83.35751167
103,6,2014,2178,white perch,daphniidae,0.024,41.78385833,-83.35751167
103,6,2013,1987,white perch,leptodora kindtii,0.044,41.78385833,-83.35751167
103,6,2016,1870,white perch,daphniidae,0.053,41.78385833,-83.35751167
103,6,2013,1986,white perch,leptodora kindtii,0.06,41.78385833,-83.35751167
103,6,2014,2175,yellow perch,daphniidae,0.12,41.78385833,-83.35751167
103,6,2014,2179,white perch,daphniidae,0.12,41.78385833,-83.35751167
103,6,2016,1869,white perch,daphniidae,0.277,41.78385833,-83.35751167
103,6,2014,2176,white perch,daphniidae,0.432,41.78385833,-83.35751167
103,6,2013,1979,yellow perch,dreissenidae,0.003,41.78385833,-83.35751167
103,6,2013,1985,white perch,trout perch,0.239,41.78385833,-83.35751167
103,6,2015,1977,yellow perch,gastropoda,0.005,41.78385833,-83.35751167
103,6,2015,1979,yellow perch,gastropoda,0.038,41.78385833,-83.35751167
103,6,2013,1981,yellow perch,gastropoda,0.051,41.78385833,-83.35751167
103,6,2016,1870,white perch,hexagenia ,0.001,41.78385833,-83.35751167
103,6,2016,1879,yellow perch,hexagenia ,0.002,41.78385833,-83.35751167
103,6,2015,1978,yellow perch,hexagenia ,0.013,41.78385833,-83.35751167
103,6,2013,1987,white perch,hexagenia ,0.016,41.78385833,-83.35751167
103,6,2014,2177,white perch,hexagenia ,0.02,41.78385833,-83.35751167
103,6,2015,1979,yellow perch,hexagenia ,0.044,41.78385833,-83.35751167
103,6,2015,1981,yellow perch,hexagenia ,0.074,41.78385833,-83.35751167
103,6,2016,1877,yellow perch,hexagenia ,0.099,41.78385833,-83.35751167
103,6,2016,1878,yellow perch,hexagenia ,0.102,41.78385833,-83.35751167
103,6,2014,2176,white perch,hexagenia ,0.249,41.78385833,-83.35751167
103,6,2016,1869,white perch,hexagenia ,0.367,41.78385833,-83.35751167
103,6,2015,1977,yellow perch,hemimysis anomala,NA,41.78385833,-83.35751167
103,6,2016,1869,white perch,trichoptera,0.001,41.78385833,-83.35751167
103,6,2015,1981,yellow perch,trichoptera,0.003,41.78385833,-83.35751167
103,6,2016,1880,yellow perch,trichoptera,0.003,41.78385833,-83.35751167
103,6,2016,1876,yellow perch,trichoptera,0.006,41.78385833,-83.35751167
103,6,2016,1877,yellow perch,trichoptera,0.007,41.78385833,-83.35751167
103,6,2015,1978,yellow perch,trichoptera,0.016,41.78385833,-83.35751167
103,6,2016,1879,yellow perch,trichoptera,0.024,41.78385833,-83.35751167
103,6,2016,1878,yellow perch,trichoptera,0.044,41.78385833,-83.35751167
104,6,2013,4809,yellow perch,amphipoda,0.001,41.68390833,-83.15132833
104,6,2013,4806,yellow perch,amphipoda,0.005,41.68390833,-83.15132833
104,6,2013,4808,yellow perch,amphipoda,0.007,41.68390833,-83.15132833
104,6,2013,4802,white perch,leptodora kindtii,0.001,41.68390833,-83.15132833
104,6,2013,4804,white perch,leptodora kindtii,0.002,41.68390833,-83.15132833
104,6,2013,4803,white perch,daphniidae,0.023,41.68390833,-83.15132833
104,6,2015,1590,yellow perch,daphniidae,0.141,41.68390833,-83.15132833
104,6,2013,4803,white perch,cyclopoida,NA,41.68390833,-83.15132833
104,6,2013,4807,yellow perch,hexagenia ,0.013,41.68390833,-83.15132833
104,6,2015,1590,yellow perch,hexagenia ,0.018,41.68390833,-83.15132833
104,6,2013,4808,yellow perch,hexagenia ,0.025,41.68390833,-83.15132833
104,6,2013,4803,white perch,hexagenia ,0.025,41.68390833,-83.15132833
104,6,2013,4806,yellow perch,hexagenia ,0.036,41.68390833,-83.15132833
104,6,2013,4809,yellow perch,hexagenia ,0.048,41.68390833,-83.15132833
104,6,2013,4810,yellow perch,hexagenia ,0.076,41.68390833,-83.15132833
105,6,2014,2285,yellow perch,amphipoda,0.001,41.778185,-83.14570833
105,6,2014,2284,yellow perch,chironomidae ,0.001,41.778185,-83.14570833
105,6,2014,2284,yellow perch,chironomidae ,0.001,41.778185,-83.14570833
105,6,2014,2285,yellow perch,chironomidae ,0.025,41.778185,-83.14570833
105,6,2014,2285,yellow perch,leptodora kindtii,0.001,41.778185,-83.14570833
105,6,2014,2288,white perch,leptodora kindtii,0.005,41.778185,-83.14570833
105,6,2014,2288,white perch,daphniidae,0.093,41.778185,-83.14570833
105,6,2014,2286,yellow perch,hexagenia ,0.001,41.778185,-83.14570833
105,6,2014,2288,white perch,hexagenia ,0.005,41.778185,-83.14570833
105,6,2014,2284,yellow perch,hexagenia ,0.016,41.778185,-83.14570833
105,6,2014,2285,yellow perch,hexagenia ,0.018,41.778185,-83.14570833
105,6,2014,2287,white perch,hexagenia ,0.022,41.778185,-83.14570833
105,6,2014,2284,yellow perch,trichoptera,0.003,41.778185,-83.14570833
105,6,2014,2285,yellow perch,trichoptera,0.007,41.778185,-83.14570833
106,6,2013,1902,yellow perch,hirudinea,0.004,41.87943,-83.15642
106,6,2013,1908,white perch,hirudinea,0.048,41.87943,-83.15642
106,6,2016,1919,white perch,hirudinea,0.056,41.87943,-83.15642
106,6,2016,1919,white perch,chironomidae ,0.004,41.87943,-83.15642
106,6,2016,1913,yellow perch,chironomidae ,0.004,41.87943,-83.15642
106,6,2016,1914,yellow perch,chironomidae ,0.005,41.87943,-83.15642
106,6,2013,1902,yellow perch,chironomidae ,0.007,41.87943,-83.15642
106,6,2013,1908,white perch,chironomidae ,0.082,41.87943,-83.15642
106,6,2015,1943,white perch,daphniidae,0.002,41.87943,-83.15642
106,6,2015,1944,white perch,daphniidae,0.206,41.87943,-83.15642
106,6,2013,1903,yellow perch,dreissenidae,0.003,41.87943,-83.15642
106,6,2016,1919,white perch,fish,0.145,41.87943,-83.15642
106,6,2013,1903,yellow perch,gastropoda,0.027,41.87943,-83.15642
106,6,2013,1901,yellow perch,gastropoda,0.052,41.87943,-83.15642
106,6,2016,1915,yellow perch,gastropoda,0.323,41.87943,-83.15642
106,6,2016,1914,yellow perch,hexagenia ,0.006,41.87943,-83.15642
106,6,2015,1944,white perch,hexagenia ,0.007,41.87943,-83.15642
106,6,2016,1919,white perch,hexagenia ,0.036,41.87943,-83.15642
106,6,2016,1916,yellow perch,hexagenia ,0.044,41.87943,-83.15642
106,6,2013,1907,white perch,hexagenia ,0.078,41.87943,-83.15642
106,6,2015,1943,white perch,hexagenia ,0.085,41.87943,-83.15642
106,6,2015,1942,white perch,hexagenia ,0.53,41.87943,-83.15642
106,6,2013,1900,yellow perch,hexagenia ,0.706,41.87943,-83.15642
106,6,2016,1919,white perch,nematoda,0.001,41.87943,-83.15642
106,6,2016,1914,yellow perch,trichoptera,0.002,41.87943,-83.15642
106,6,2016,1916,yellow perch,trichoptera,0.002,41.87943,-83.15642
106,6,2016,1913,yellow perch,trichoptera,0.002,41.87943,-83.15642
106,6,2013,1902,yellow perch,trichoptera,0.003,41.87943,-83.15642
106,6,2013,1908,white perch,trichoptera,0.007,41.87943,-83.15642
107,6,2014,2067,yellow perch,amphipoda,0.035,41.97975333,-83.11415167
107,6,2015,1902,white perch,hirudinea,0.006,41.97975333,-83.11415167
107,6,2014,2067,yellow perch,chironomidae ,0.001,41.97975333,-83.11415167
107,6,2016,1955,yellow perch,chironomidae ,0.003,41.97975333,-83.11415167
107,6,2014,2065,white perch,chironomidae ,0.006,41.97975333,-83.11415167
107,6,2014,2062,white perch,chironomidae ,0.007,41.97975333,-83.11415167
107,6,2016,1959,white perch,chironomidae ,0.025,41.97975333,-83.11415167
107,6,2015,1902,white perch,chironomidae ,12.87,41.97975333,-83.11415167
107,6,2014,2062,white perch,daphniidae,0.001,41.97975333,-83.11415167
107,6,2013,1793,yellow perch,decapoda,0.023,41.97975333,-83.11415167
107,6,2013,1793,yellow perch,rock bass,NA,41.97975333,-83.11415167
107,6,2014,2066,yellow perch,fish,0.151,41.97975333,-83.11415167
107,6,2013,1793,yellow perch,emerald shiner,0.383,41.97975333,-83.11415167
107,6,2013,1791,yellow perch,hexagenia ,0.01,41.97975333,-83.11415167
107,6,2016,1961,white perch,hexagenia ,0.018,41.97975333,-83.11415167
107,6,2014,2067,yellow perch,hexagenia ,0.02,41.97975333,-83.11415167
107,6,2016,1954,yellow perch,hexagenia ,0.022,41.97975333,-83.11415167
107,6,2015,1902,white perch,hexagenia ,0.031,41.97975333,-83.11415167
107,6,2016,1957,white perch,hexagenia ,0.037,41.97975333,-83.11415167
107,6,2013,1796,white perch,hexagenia ,0.05,41.97975333,-83.11415167
107,6,2013,1798,white perch,hexagenia ,0.05,41.97975333,-83.11415167
107,6,2016,1955,yellow perch,hexagenia ,0.054,41.97975333,-83.11415167
107,6,2015,1900,white perch,hexagenia ,0.062,41.97975333,-83.11415167
107,6,2013,1790,yellow perch,hexagenia ,0.065,41.97975333,-83.11415167
107,6,2013,1792,yellow perch,hexagenia ,0.129,41.97975333,-83.11415167
107,6,2013,1789,yellow perch,hexagenia ,0.225,41.97975333,-83.11415167
107,6,2015,1899,white perch,hexagenia ,0.237,41.97975333,-83.11415167
107,6,2014,2066,yellow perch,hexagenia ,0.294,41.97975333,-83.11415167
107,6,2014,2064,white perch,hexagenia ,0.761,41.97975333,-83.11415167
107,6,2014,2065,white perch,hexagenia ,0.972,41.97975333,-83.11415167
107,6,2014,2063,white perch,hexagenia ,1.199,41.97975333,-83.11415167
107,6,2014,2062,white perch,hexagenia ,1.511,41.97975333,-83.11415167
107,6,2014,2061,white perch,hexagenia ,1.816,41.97975333,-83.11415167
107,6,2013,1790,yellow perch,nematoda,0.003,41.97975333,-83.11415167
107,6,2014,2066,yellow perch,trichoptera,0.001,41.97975333,-83.11415167
107,6,2013,1789,yellow perch,trichoptera,0.002,41.97975333,-83.11415167
108,6,2015,1549,yellow perch,amphipoda,0.003,41.681615,-83.05240333
108,6,2015,1547,yellow perch,amphipoda,0.005,41.681615,-83.05240333
108,6,2016,1535,yellow perch,amphipoda,0.006,41.681615,-83.05240333
108,6,2014,1642,yellow perch,amphipoda,0.006,41.681615,-83.05240333
108,6,2015,1549,yellow perch,chironomidae ,0.001,41.681615,-83.05240333
108,6,2015,1549,yellow perch,chironomidae ,0.003,41.681615,-83.05240333
108,6,2015,1531,white perch,daphniidae,NA,41.681615,-83.05240333
108,6,2015,1531,white perch,daphniidae,0.001,41.681615,-83.05240333
108,6,2015,1533,white perch,leptodora kindtii,0.004,41.681615,-83.05240333
108,6,2016,1529,white perch,leptodora kindtii,0.01,41.681615,-83.05240333
108,6,2015,1531,white perch,leptodora kindtii,0.012,41.681615,-83.05240333
108,6,2016,1534,white perch,leptodora kindtii,0.012,41.681615,-83.05240333
108,6,2016,1532,white perch,leptodora kindtii,0.016,41.681615,-83.05240333
108,6,2016,1531,white perch,leptodora kindtii,0.033,41.681615,-83.05240333
108,6,2016,1531,white perch,daphniidae,0.087,41.681615,-83.05240333
108,6,2016,1529,white perch,daphniidae,0.091,41.681615,-83.05240333
108,6,2016,1534,white perch,daphniidae,0.123,41.681615,-83.05240333
108,6,2015,1533,white perch,daphniidae,0.136,41.681615,-83.05240333
108,6,2016,1532,white perch,daphniidae,0.164,41.681615,-83.05240333
108,6,2015,1532,white perch,daphniidae,0.168,41.681615,-83.05240333
108,6,2015,1532,white perch,leptodora kindtii,0.256,41.681615,-83.05240333
108,6,2015,1548,yellow perch,dreissenidae,0.012,41.681615,-83.05240333
108,6,2014,1641,yellow perch,dreissenidae,0.195,41.681615,-83.05240333
108,6,2015,1532,white perch,hexagenia ,0.012,41.681615,-83.05240333
108,6,2015,1534,white perch,hexagenia ,0.017,41.681615,-83.05240333
108,6,2016,1535,yellow perch,hexagenia ,0.026,41.681615,-83.05240333
108,6,2015,1547,yellow perch,hexagenia ,0.051,41.681615,-83.05240333
108,6,2015,1549,yellow perch,hexagenia ,0.156,41.681615,-83.05240333
108,6,2014,1638,white perch,hexagenia ,0.332,41.681615,-83.05240333
108,6,2014,1639,white perch,hexagenia ,0.621,41.681615,-83.05240333
108,6,2014,1640,white perch,hexagenia ,0.636,41.681615,-83.05240333
108,6,2014,1637,white perch,hexagenia ,0.858,41.681615,-83.05240333
108,6,2014,1636,white perch,hexagenia ,0.864,41.681615,-83.05240333
108,6,2016,1535,yellow perch,trichoptera,0.008,41.681615,-83.05240333
109,6,2013,4932,white perch,amphipoda,0.005,41.77984333,-83.04865
109,6,2013,4932,white perch,hirudinea,0.003,41.77984333,-83.04865
109,6,2013,4925,yellow perch,hirudinea,0.005,41.77984333,-83.04865
109,6,2013,4924,yellow perch,hirudinea,0.009,41.77984333,-83.04865
109,6,2013,4923,yellow perch,hirudinea,0.012,41.77984333,-83.04865
109,6,2013,4927,yellow perch,hirudinea,0.014,41.77984333,-83.04865
109,6,2013,4923,yellow perch,chironomidae ,0.001,41.77984333,-83.04865
109,6,2013,4930,white perch,chironomidae ,0.001,41.77984333,-83.04865
109,6,2013,4925,yellow perch,chironomidae ,0.002,41.77984333,-83.04865
109,6,2013,4923,yellow perch,chironomidae ,0.002,41.77984333,-83.04865
109,6,2013,4925,yellow perch,chironomidae ,0.008,41.77984333,-83.04865
109,6,2013,4932,white perch,chironomidae ,0.009,41.77984333,-83.04865
109,6,2013,4927,yellow perch,chironomidae ,0.019,41.77984333,-83.04865
109,6,2013,4924,yellow perch,chironomidae ,0.021,41.77984333,-83.04865
109,6,2013,4932,white perch,diaphanosoma,NA,41.77984333,-83.04865
109,6,2015,1636,yellow perch,leptodora kindtii,NA,41.77984333,-83.04865
109,6,2013,4932,white perch,leptodora kindtii,0.001,41.77984333,-83.04865
109,6,2013,4925,yellow perch,leptodora kindtii,0.003,41.77984333,-83.04865
109,6,2015,1637,yellow perch,leptodora kindtii,0.014,41.77984333,-83.04865
109,6,2015,1637,yellow perch,daphniidae,0.031,41.77984333,-83.04865
109,6,2013,4928,white perch,leptodora kindtii,0.044,41.77984333,-83.04865
109,6,2013,4928,white perch,fish,0.085,41.77984333,-83.04865
109,6,2013,4930,white perch,emerald shiner,0.115,41.77984333,-83.04865
109,6,2013,4930,white perch,emerald shiner,0.223,41.77984333,-83.04865
109,6,2013,4930,white perch,emerald shiner,0.243,41.77984333,-83.04865
109,6,2013,4932,white perch,ostracoda,0.001,41.77984333,-83.04865
109,6,2013,4923,yellow perch,sphaeriidae,0.003,41.77984333,-83.04865
109,6,2013,4927,yellow perch,trichoptera,0.001,41.77984333,-83.04865
109,6,2013,4925,yellow perch,trichoptera,0.009,41.77984333,-83.04865
109,6,2013,4924,yellow perch,trichoptera,0.016,41.77984333,-83.04865
109,6,2013,4932,white perch,trichoptera,0.04,41.77984333,-83.04865
110,6,2013,1552,white perch,oligochaeta,0.001,41.88088333,-83.05150167
110,6,2013,1552,white perch,hirudinea,0.019,41.88088333,-83.05150167
110,6,2013,1552,white perch,chironomidae ,0.004,41.88088333,-83.05150167
110,6,2013,1543,yellow perch,chironomidae ,0.006,41.88088333,-83.05150167
110,6,2013,1552,white perch,chironomidae ,0.028,41.88088333,-83.05150167
110,6,2013,1549,white perch,leptodora kindtii,0.001,41.88088333,-83.05150167
110,6,2013,1543,yellow perch,leptodora kindtii,0.001,41.88088333,-83.05150167
110,6,2013,1545,yellow perch,dreissenidae,0.01,41.88088333,-83.05150167
110,6,2013,1546,yellow perch,dreissenidae,0.759,41.88088333,-83.05150167
110,6,2013,1545,yellow perch,fish,0.054,41.88088333,-83.05150167
110,6,2013,1551,white perch,fish,0.084,41.88088333,-83.05150167
110,6,2013,1550,white perch,fish,0.113,41.88088333,-83.05150167
110,6,2013,1551,white perch,fish,0.131,41.88088333,-83.05150167
110,6,2013,1547,yellow perch,trout perch,0.322,41.88088333,-83.05150167
110,6,2013,1551,white perch,emerald shiner,0.454,41.88088333,-83.05150167
110,6,2013,1546,yellow perch,gastropoda,0.009,41.88088333,-83.05150167
110,6,2013,1549,white perch,hexagenia ,0.025,41.88088333,-83.05150167
110,6,2013,1543,yellow perch,trichoptera,0.004,41.88088333,-83.05150167
110,6,2013,1552,white perch,trichoptera,0.007,41.88088333,-83.05150167
111,6,2014,2008,white perch,chironomidae ,0.001,41.980505,-83.05413
111,6,2014,2007,white perch,chironomidae ,0.001,41.980505,-83.05413
111,6,2015,1836,white perch,chironomidae ,0.001,41.980505,-83.05413
111,6,2016,1990,yellow perch,chironomidae ,0.002,41.980505,-83.05413
111,6,2015,1839,white perch,leptodora kindtii,NA,41.980505,-83.05413
111,6,2015,1840,white perch,leptodora kindtii,NA,41.980505,-83.05413
111,6,2014,2009,white perch,leptodora kindtii,0.001,41.980505,-83.05413
111,6,2014,2015,yellow perch,leptodora kindtii,0.001,41.980505,-83.05413
111,6,2014,2010,white perch,leptodora kindtii,0.001,41.980505,-83.05413
111,6,2014,2014,yellow perch,leptodora kindtii,0.001,41.980505,-83.05413
111,6,2015,1836,white perch,leptodora kindtii,0.007,41.980505,-83.05413
111,6,2014,2014,yellow perch,daphniidae,0.018,41.980505,-83.05413
111,6,2014,2015,yellow perch,daphniidae,0.025,41.980505,-83.05413
111,6,2014,2006,white perch,daphniidae,0.045,41.980505,-83.05413
111,6,2014,2009,white perch,daphniidae,0.046,41.980505,-83.05413
111,6,2014,2008,white perch,daphniidae,0.066,41.980505,-83.05413
111,6,2014,2010,white perch,daphniidae,0.118,41.980505,-83.05413
111,6,2015,1840,white perch,daphniidae,0.142,41.980505,-83.05413
111,6,2015,1839,white perch,daphniidae,0.288,41.980505,-83.05413
111,6,2015,1841,white perch,daphniidae,0.306,41.980505,-83.05413
111,6,2014,2007,white perch,daphniidae,0.319,41.980505,-83.05413
111,6,2015,1836,white perch,daphniidae,1.136,41.980505,-83.05413
111,6,2014,2012,yellow perch,fish,0.023,41.980505,-83.05413
111,6,2014,2013,yellow perch,fish,0.081,41.980505,-83.05413
111,6,2014,2011,yellow perch,fish,0.111,41.980505,-83.05413
111,6,2015,1838,white perch,emerald shiner,0.963,41.980505,-83.05413
111,6,2015,1830,yellow perch,round goby,1.836,41.980505,-83.05413
111,6,2014,2015,yellow perch,hexagenia ,0.027,41.980505,-83.05413
111,6,2015,1836,white perch,hexagenia ,0.05,41.980505,-83.05413
111,6,2015,1830,yellow perch,hexagenia ,0.06,41.980505,-83.05413
111,6,2014,2012,yellow perch,hexagenia ,0.09,41.980505,-83.05413
111,6,2014,2013,yellow perch,hexagenia ,0.201,41.980505,-83.05413
111,6,2014,2011,yellow perch,hexagenia ,0.351,41.980505,-83.05413
111,6,2014,2009,white perch,hexagenia ,0.475,41.980505,-83.05413
111,6,2014,2007,white perch,hexagenia ,0.67,41.980505,-83.05413
111,6,2014,2010,white perch,hexagenia ,0.72,41.980505,-83.05413
111,6,2014,2008,white perch,hexagenia ,0.848,41.980505,-83.05413
111,6,2014,2006,white perch,hexagenia ,1.527,41.980505,-83.05413
111,6,2015,1839,white perch,nematoda,0.001,41.980505,-83.05413
112,6,2015,1427,white perch,chironomidae ,0.001,41.57186333,-82.93654667
112,6,2016,1440,white perch,leptodora kindtii,NA,41.57186333,-82.93654667
112,6,2013,4345,white perch,leptodora kindtii,NA,41.57186333,-82.93654667
112,6,2016,1441,white perch,bosminidae,0.001,41.57186333,-82.93654667
112,6,2013,4342,white perch,daphniidae,0.006,41.57186333,-82.93654667
112,6,2013,4346,white perch,bosminidae,0.036,41.57186333,-82.93654667
112,6,2016,1441,white perch,daphniidae,0.042,41.57186333,-82.93654667
112,6,2013,4346,white perch,daphniidae,0.044,41.57186333,-82.93654667
112,6,2013,4345,white perch,daphniidae,0.074,41.57186333,-82.93654667
112,6,2013,4344,white perch,daphniidae,0.085,41.57186333,-82.93654667
112,6,2013,4346,white perch,daphniidae,0.116,41.57186333,-82.93654667
112,6,2016,1440,white perch,daphniidae,0.15,41.57186333,-82.93654667
112,6,2013,4342,white perch,calanoida,NA,41.57186333,-82.93654667
112,6,2013,4346,white perch,calanoida,0.033,41.57186333,-82.93654667
112,6,2013,4338,yellow perch,dreissenidae,0.003,41.57186333,-82.93654667
112,6,2013,4337,yellow perch,dreissenidae,0.006,41.57186333,-82.93654667
112,6,2013,4339,yellow perch,dreissenidae,0.006,41.57186333,-82.93654667
112,6,2013,4338,yellow perch,dreissenidae,0.207,41.57186333,-82.93654667
112,6,2013,4340,yellow perch,dreissenidae,0.931,41.57186333,-82.93654667
112,6,2013,4341,yellow perch,dreissenidae,0.966,41.57186333,-82.93654667
112,6,2013,4339,yellow perch,dreissenidae,1,41.57186333,-82.93654667
112,6,2016,1451,yellow perch,dreissenidae,1.37,41.57186333,-82.93654667
112,6,2013,4342,white perch,fish,0.053,41.57186333,-82.93654667
112,6,2013,4342,white perch,emerald shiner,0.085,41.57186333,-82.93654667
112,6,2013,4338,yellow perch,gastropoda,0.003,41.57186333,-82.93654667
112,6,2015,1423,white perch,hexagenia ,0.001,41.57186333,-82.93654667
112,6,2015,1426,white perch,hexagenia ,0.001,41.57186333,-82.93654667
112,6,2016,1451,yellow perch,hexagenia ,0.014,41.57186333,-82.93654667
112,6,2013,4346,white perch,hexagenia ,0.025,41.57186333,-82.93654667
112,6,2016,1440,white perch,hexagenia ,0.266,41.57186333,-82.93654667
112,6,2016,1444,white perch,hexagenia ,0.562,41.57186333,-82.93654667
112,6,2016,1451,yellow perch,trichoptera,0.001,41.57186333,-82.93654667
113,6,2015,1506,yellow perch,daphniidae,0.033,41.68052,-82.96004833
113,6,2015,1505,yellow perch,daphniidae,0.049,41.68052,-82.96004833
113,6,2015,1476,yellow perch,dreissenidae,0.219,41.68052,-82.96004833
113,6,2015,1476,yellow perch,round goby,1.2,41.68052,-82.96004833
113,6,2015,1476,yellow perch,gastropoda,0.127,41.68052,-82.96004833
113,6,2015,1476,yellow perch,hexagenia ,0.029,41.68052,-82.96004833
114,6,2014,1830,yellow perch,amphipoda,0.111,41.76703833,-82.94126333
114,6,2013,5036,yellow perch,hirudinea,0.024,41.76703833,-82.94126333
114,6,2013,5038,yellow perch,hirudinea,0.034,41.76703833,-82.94126333
114,6,2014,1829,white perch,chironomidae ,0.001,41.76703833,-82.94126333
